EmployeeKey,ParentEmployeeKey,FirstName,LastName,Title,HireDate,BirthDate,EmailAddress,Phone,EmergencyContactName,EmergencyContactPhone,Gender,PayFrequency,BaseRate,VacationHours,DepartmentName,StartDate,Status,SalaryStatus,IsSalesPerson,IsMarried
262,6,Mark,Harrington,Sales Store Manager,2000-04-04,1960-05-05,olinda0@contoso.com,306-555-0186,Phyllis Harris,306-555-0186,Female,1,25.0,3,Production,2000-04-04,Current,Not Salaried,No,No
263,6,Joel,Frauenheim,Sales Store Manager,2000-04-05,1962-01-17,stuart1@contoso.com,539-555-0149,Sven Freitag,539-555-0149,Male,1,25.0,88,Facilities and Maintenance,2000-04-05,Current,Not Salaried,No,Yes
264,6,Eran,Harel,Sales Store Manager,2000-04-07,1944-05-25,jo1@contoso.com,228-555-0159,Walter Harp,228-555-0159,Female,1,25.0,91,Facilities and Maintenance,2000-04-07,Current,Not Salaried,No,Yes
265,6,Victor,Freitas,Sales Store Manager,2000-04-09,1963-07-05,ben0@contoso.com,151-555-0113,Mihail Frintu,151-555-0113,Male,2,25.0,55,Purchasing,2000-04-09,Current,Not Salaried,No,Yes
266,6,Claus,Hansen,Sales Store Manager,2000-04-10,1976-11-01,tom0@contoso.com,295-555-0161,Mark Hanson,295-555-0161,Male,1,25.0,98,Production,2000-04-10,Current,Not Salaried,No,Yes
267,6,Gabe,Frost,Sales Store Manager,2001-01-05,1968-02-18,ovidiu0@contoso.com,719-555-0181,Don Funk,719-555-0181,Male,2,25.0,7,Tool Design,2001-01-05,Current,Not Salaried,No,No
268,6,Jim,Hance,Sales Store Manager,2001-01-06,1968-03-01,annette0@contoso.com,125-555-0196,Kerim Hanif,125-555-0196,Female,2,25.0,50,Purchasing,2001-01-06,Current,Not Salaried,No,Yes
269,6,Kari,Furse,Sales Store Manager,2001-01-23,1979-06-29,janice0@contoso.com,473-555-0117,Lawrie Gaffney,473-555-0117,Female,2,25.0,8,Tool Design,2001-01-23,Current,Not Salaried,No,Yes
270,6,David,Hamilton,Sales Store Manager,2001-01-25,1968-02-18,reinout0@contoso.com,370-555-0163,Jay Hamlin,370-555-0163,Male,2,25.0,51,Purchasing,2001-01-25,Current,Not Salaried,No,Yes
271,6,Mike,Gahrns,Sales Store Manager,2001-01-30,1969-07-17,michael8@contoso.com,465-555-0156,Chris Gallagher,465-555-0156,Male,2,25.0,3,Engineering,2001-01-30,Current,Salaried,No,No
272,6,Dean,Halstead,Sales Store Manager,2001-02-04,1941-11-17,stephen0@contoso.com,238-555-0197,Thomas Hamborg,238-555-0197,Male,2,25.0,14,Sales,2001-02-04,Current,Salaried,Yes,Yes
273,6,Janet,Galore,Sales Store Manager,2001-02-07,1965-04-17,wanida0@contoso.com,708-555-0141,David Galvin,708-555-0141,Female,2,25.0,41,Marketing,2001-02-07,Current,Not Salaried,No,Yes
274,6,Adina,Hagege,Sales Store Manager,2001-02-18,1951-06-03,sharon0@contoso.com,970-555-0138,Pernille Halberg,970-555-0138,Female,2,25.0,4,Engineering,2001-02-18,Current,Salaried,No,Yes
275,6,Cesar,Garcia,Sales Store Manager,2001-03-10,1968-04-06,john5@contoso.com,486-555-0150,Debra Garcia,486-555-0150,Male,2,25.0,48,Marketing,2001-03-10,Current,Not Salaried,No,No
276,6,Mary,Andersen,Sales Store Manager,2001-03-17,1968-03-01,mary2@contoso.com,124-555-0114,Ivo Haemels,124-555-0114,Female,2,25.0,43,Marketing,2001-03-17,Current,Not Salaried,No,No
277,6,Hugo,Garcia,Sales Store Manager,2001-03-18,1967-07-08,brian3@contoso.com,716-555-0127,Euan Garden,716-555-0127,Male,2,25.0,10,Sales,2001-03-18,Current,Salaried,No,No
278,6,Allan,Guinot,Sales Store Manager,2001-03-28,1968-03-13,AllanG@contoso.com,210-555-0193,Pedro Gutierrez,210-555-0193,Female,2,25.0,49,Purchasing,2001-03-28,Current,Salaried,No,No
279,6,Davide,Garghentini,Sales Store Manager,2001-03-28,1968-03-13,DavideG@contoso.com,210-555-0193,Benjamin Gay,210-555-0193,Female,2,25.0,49,Purchasing,2001-08-31,Current,Salaried,No,No
280,6,Eric,Gruber,Sales Store Manager,2001-03-28,1968-03-13,EricG@contoso.com,210-555-0193,Daniela Guaita,210-555-0193,Female,2,25.0,49,Purchasing,2002-08-16,Current,Salaried,No,No
281,6,Inbar,Gazit,Sales Store Manager,2001-07-01,1959-01-26,michael9@contoso.com,257-555-0154,Darren Gehring,257-555-0154,Male,2,25.0,38,Sales,2001-07-01,Current,Salaried,Yes,No
282,7,Seth,Grossman,Sales Store Manager,2001-07-01,1970-03-30,linda3@contoso.com,883-555-0116,Brian Groth,883-555-0116,Female,2,25.0,27,Sales,2001-07-01,Current,Salaried,Yes,Yes
283,7,Christa,Geller,Sales Store Manager,2001-07-01,1952-09-29,jillian0@contoso.com,517-555-0117,Jens Geschwandtner,517-555-0117,Female,2,25.0,24,Sales,2001-07-01,Current,Salaried,Yes,No
284,7,Carlos,Grilo,Sales Store Manager,2001-07-01,1965-03-07,garrett1@contoso.com,922-555-0165,Geoff Grisso,922-555-0165,Male,2,25.0,33,Sales,2001-07-01,Current,Salaried,Yes,Yes
285,7,Tom,Getzinger,Sales Store Manager,2001-07-01,1964-02-19,tsvi0@contoso.com,664-555-0112,Wriju Ghosh,664-555-0112,Male,2,25.0,29,Sales,2001-07-01,Current,Salaried,Yes,Yes
286,7,Kirk,Gregersen,Sales Store Manager,2001-07-01,1965-01-06,pamela0@contoso.com,340-555-0193,Ryan Gregg,340-555-0193,Female,2,25.0,22,Sales,2001-07-01,Current,Salaried,Yes,No
287,7,Leo,Giakoumakis,Sales Store Manager,2001-07-01,1934-04-10,shu0@contoso.com,330-555-0120,Phil Gibbins,330-555-0120,Male,2,25.0,26,Sales,2001-07-01,Current,Salaried,Yes,Yes
288,7,Nikolay,Grachev,Sales Store Manager,2001-07-01,1930-01-11,josé1@contoso.com,185-555-0169,Chris Gray,185-555-0169,Male,2,25.0,31,Sales,2001-07-01,Current,Salaried,Yes,Yes
289,7,Enrique,Gil,Sales Store Manager,2001-07-01,1964-03-14,david8@contoso.com,740-555-0182,Guy Gilbert,740-555-0182,Male,2,25.0,23,Sales,2001-07-01,Current,Salaried,Yes,No
290,7,Mojca,Gostincar,Sales Store Manager,2002-05-18,1947-10-22,amy0@contoso.com,775-555-0164,Elisa Graceffo,775-555-0164,Female,2,25.0,21,Sales,2002-05-18,Current,Salaried,Yes,Yes
291,7,Eric,Gilmore,Sales Store Manager,2002-07-01,1958-04-18,jae0@contoso.com,1 (11) 500 555-0145,Adriana Giorgi,1 (11) 500 555-0145,Female,2,25.0,37,Sales,2002-07-01,Current,Salaried,Yes,Yes
292,7,Nuria,Gonzalez,Sales Store Manager,2002-07-01,1965-10-31,ranjit0@contoso.com,1 (11) 500 555-0117,Jon Gordner,1 (11) 500 555-0117,Male,2,25.0,34,Sales,2002-07-01,Current,Salaried,Yes,No
293,7,Stuart,Glasson,Sales Store Manager,2002-11-01,1968-02-06,tete0@contoso.com,615-555-0153,Jim Glynn,615-555-0153,Male,2,25.0,39,Sales,2002-11-01,Current,Salaried,Yes,Yes
294,7,Daniel,Goldschmidt,Sales Store Manager,2003-04-15,1965-02-11,syed0@contoso.com,926-555-0182,Howard Gonzalez,926-555-0182,Male,2,25.0,20,Sales,2003-04-15,Current,Salaried,Yes,Yes
295,7,Gerhard,Goeschl,Sales Store Manager,2003-07-01,1965-08-09,rachel0@contoso.com,1 (11) 500 555-0140,Mete Goktepe,1 (11) 500 555-0140,Female,2,25.0,35,Sales,2003-07-01,Current,Salaried,Yes,No
296,7,Jossef,Goldberg,Sales Store Manager,2003-07-01,1961-04-18,lynn0@contoso.com,1 (11) 500 555-0190,Maxim Goldin,1 (11) 500 555-0190,Female,2,25.0,36,Sales,2003-07-01,Current,Salaried,Yes,No
